user_id,username,email,department,job_title,privilege_level,systems_access,last_login,days_inactive,is_active,hire_date,system_count,is_admin,is_power_user,is_service_account,tenure_days,total_events,night_access_count,weekend_access_count,after_hours_count,high_sensitivity_count,failed_login_count,export_count,admin_operation_count,unique_resource_count,identity_sprawl_score,stale_account_flag,new_hire_flag,new_hire_overaccess_flag,privileged_inactive_flag,orphaned_account_flag,service_account_risk,blast_radius_score,sensitive_access_ratio,after_hours_ratio,export_risk_score,admin_activity_score,failed_login_risk,identity_sprawl_risk,stale_account_risk,privilege_abuse_risk,service_account_risk_score,behavior_risk,data_access_risk,rule_hits,overall_risk_score,confidence_score,top_risk_reason,recommended_action,risk_level
USR00304,harsh.jones,harsh.jones@company.com,Operations,Specialist,service-account,AD|Azure_AD|AWS_IAM|Okta|GCP|ServiceNow|ADMIN_SYS,2026-03-08,43,True,2026-03-25,7,0,0,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,25,0,0,10,0,0,2,26.47,33.33,Identity Sprawl,Review and remove excess access,LOW
USR00305,rajesh.gupta,rajesh.gupta@company.com,Security,Administrator,user,Azure_AD,UNKNOWN,28,True,2024-09-14,1,0,0,0,637,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,0,0,0,0,0,0,1,0.5,0.0,5.0,0.0,0.0,0,0,0,0,0,10,1,8.82,16.67,Data Access,Review sensitive data access,LOW
USR00306,donald.hoffmann,donald.hoffmann@company.com,Executive,Director,power-user,AWS_IAM|EMAIL,2026-03-01,154,True,2025-02-02,2,0,1,0,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,4,0.0,0.0,0.0,0.0,0.0,0,15,8,0,0,0,2,19.41,33.33,Stale Account,Disable dormant account,LOW
USR00307,diya.schulz,diya.schulz@company.com,Executive,Manager,admin,ADMIN_SYS|AWS_IAM,2026-03-05,67,True,2025-04-02,2,1,0,0,437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0,25,15,0,0,0,2,29.41,33.33,Stale Account,Disable dormant account,LOW
USR00308,thomas.muller,thomas.muller@company.com,Security,Specialist,admin,SIEM|AWS_IAM|Azure_AD|Okta|VPN|ADMIN_SYS,2026-03-26,25,True,2024-04-07,6,1,0,0,797,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,32.0,0,0,0,0,0,0,12,0.5,0.0,5.0,0.0,0.0,25,0,15,0,0,10,3,38.24,50.0,Identity Sprawl,Review and remove excess access,MEDIUM
USR00309,richard.kelly,richard.kelly@company.com,Marketing,Consultant,power-user,SIEM|ServiceNow,2026-04-09,92,True,2024-03-17,2,0,1,0,818,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,12.0,1,0,0,0,1,0,4,0.0,0.5,0.0,5.0,0.0,0,15,8,0,10,0,3,28.24,50.0,Stale Account,Disable dormant account,LOW
USR00310,fatima.gupta,fatima.gupta@company.com,Support,Analyst,admin,AWS_IAM|Azure_AD|Okta|ADMIN_SYS|PROD_DB,2026-04-03,76,True,2023-03-11,5,1,0,0,1190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,10,0.0,0.0,0.0,0.0,0.0,10,25,15,0,0,0,3,38.24,50.0,Stale Account,Disable dormant account,MEDIUM
USR00311,donald.reddy,donald.reddy@company.com,Support,Analyst,service-account,EMAIL|PROD_DB|AWS_IAM|ADMIN_SYS|SIEM,2026-03-05,10,True,2024-10-03,5,0,0,1,618,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,0,0,0,0,0,0,5,0.5,0.0,0.0,0.0,0.0,10,0,0,10,0,10,3,26.47,50.0,Identity Sprawl,Review and remove excess access,LOW
USR00312,zainab.moore,zainab.moore@company.com,Security,Specialist,admin,AD|Azure_AD|AWS_IAM|Okta|GCP|Salesforce|ServiceNow|SIEM|VPN|EMAIL|PROD_DB|ADMIN_SYS,2026-03-09,20,True,2024-06-13,12,1,0,0,730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,0.0,40,0,35,0,0,0,2,50.0,33.33,Identity Sprawl,Review and remove excess access,MEDIUM
USR00313,pooja.mishra,pooja.mishra@company.com,Finance,Developer,admin,ADMIN_SYS|AWS_IAM|Okta|PROD_DB,2026-02-20,59,True,2023-11-18,4,1,0,0,938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,8,0.0,0.0,0.0,0.0,0.0,0,20,15,0,0,0,2,26.47,33.33,Stale Account,Disable dormant account,LOW
USR00314,aditya.mishra,aditya.mishra@company.com,Engineering,Manager,admin,AD|Azure_AD|AWS_IAM|Okta|GCP|ServiceNow|ADMIN_SYS,2026-04-15,5,True,2026-03-25,7,1,0,0,80,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,39.0,0,0,0,0,0,0,14,0.6666666666666666,0.6666666666666666,0.0,5.0,0.0,40,0,15,10,20,20,5,76.47,83.33,Identity Sprawl,Review and remove excess access,CRITICAL
USR00315,robert.nair,robert.nair@company.com,IT,Manager,user,Azure_AD,UNKNOWN,64,True,2023-08-29,1,0,0,0,1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,1,5.88,16.67,Stale Account,Disable dormant account,LOW
USR00316,joshua.bernard,joshua.bernard@company.com,Compliance,Engineer,power-user,SIEM|AD|PROD_DB,2026-04-18,117,True,2023-10-11,3,0,1,0,976,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,19.0,1,0,0,0,1,0,6,0.3333333333333333,0.0,5.0,0.0,0.0,0,15,8,0,0,10,3,28.24,50.0,Stale Account,Disable dormant account,LOW
USR00317,zainab.jo,zainab.jo@company.com,Sales,Architect,admin,ADMIN_SYS|AWS_IAM,2026-04-06,83,True,2024-06-15,2,1,0,0,728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0,25,15,0,0,0,2,29.41,33.33,Stale Account,Disable dormant account,LOW
USR00318,leila.lopez,leila.lopez@company.com,Security,Executive,admin,SIEM|AWS_IAM|Azure_AD|Okta|VPN|ADMIN_SYS,2026-03-08,43,True,2025-01-27,6,1,0,0,502,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,32.0,1,0,0,1,0,0,12,0.5,0.5,0.0,0.0,0.0,25,20,15,0,10,10,5,61.76,83.33,Identity Sprawl,Review and remove excess access,MEDIUM
USR00319,maria.gonzalez,maria.gonzalez@company.com,Operations,Consultant,user,Salesforce|Okta,2026-02-28,88,True,2023-11-13,2,0,0,0,943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,1,5.88,16.67,Stale Account,Disable dormant account,LOW
USR00320,pooja.sullivan,pooja.sullivan@company.com,Support,Lead,admin,AWS_IAM|Azure_AD|Okta|ADMIN_SYS|PROD_DB,2026-03-17,72,True,2024-02-21,5,1,0,0,843,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,1,0,0,1,0,0,10,0.5,0.5,0.0,0.0,0.0,10,25,15,0,10,10,5,55.88,83.33,Stale Account,Disable dormant account,MEDIUM
USR00321,william.perez,william.perez@company.com,Engineering,Engineer,service-account,EMAIL|PROD_DB|AWS_IAM|ADMIN_SYS|SIEM,2026-04-05,9,True,2023-09-19,5,0,0,1,998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,10,0,0,10,0,0,2,17.65,33.33,Identity Sprawl,Review and remove excess access,LOW
USR00322,aisha.lewis,aisha.lewis@company.com,Security,Coordinator,service-account,AD|Azure_AD|AWS_IAM|Okta|GCP|Salesforce|ServiceNow|SIEM|VPN|EMAIL|PROD_DB|ADMIN_SYS,2026-03-12,18,True,2025-03-14,12,0,0,1,456,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,64.0,0,0,0,0,0,0,12,0.6666666666666666,0.3333333333333333,5.0,0.0,0.0,40,0,0,10,10,20,4,58.82,66.67,Identity Sprawl,Review and remove excess access,MEDIUM
USR00323,nikhil.thomas,nikhil.thomas@company.com,Finance,Developer,user,ADMIN_SYS|AWS_IAM|Okta|PROD_DB,2026-03-20,31,True,2024-03-24,4,0,0,0,811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW
USR00324,timothy.jo,timothy.jo@company.com,Engineering,Engineer,user,AD|Azure_AD|AWS_IAM|Okta|GCP|ServiceNow|ADMIN_SYS,2026-04-09,11,True,2026-03-25,7,0,0,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,1,17.65,16.67,Identity Sprawl,Review and remove excess access,LOW
USR00325,mark.patel,mark.patel@company.com,Operations,Developer,admin,ADMIN_SYS|AD|Okta|ServiceNow|GCP,UNKNOWN,57,True,2025-01-22,5,1,0,0,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,10,0.0,0.0,0.0,0.0,0.0,10,20,15,0,0,0,3,35.29,50.0,Stale Account,Disable dormant account,MEDIUM
USR00326,joshua.becker,joshua.becker@company.com,Security,Engineer,power-user,ServiceNow|VPN,2026-03-31,150,True,2025-02-03,2,0,1,0,495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,4,0.0,0.0,0.0,0.0,0.0,0,15,8,0,0,0,2,19.41,33.33,Stale Account,Disable dormant account,LOW
USR00327,sanjana.moore,sanjana.moore@company.com,HR,Executive,admin,ADMIN_SYS|AWS_IAM,2026-03-03,89,True,2022-05-15,2,1,0,0,1490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0,25,15,0,0,0,2,29.41,33.33,Stale Account,Disable dormant account,LOW
USR00328,maria.o'brien,maria.o'brien@company.com,Security,Administrator,admin,SIEM|AWS_IAM|Azure_AD|Okta|VPN|ADMIN_SYS,2026-04-04,16,True,2025-09-10,6,1,0,0,276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,25,0,15,0,0,0,2,29.41,33.33,Identity Sprawl,Review and remove excess access,LOW
USR00329,ryan.verma,ryan.verma@company.com,Compliance,Consultant,power-user,ServiceNow|ADMIN_SYS,2026-02-26,93,True,2026-01-08,2,0,1,0,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,4,0.0,0.0,0.0,0.0,0.0,0,15,8,0,0,0,2,19.41,33.33,Stale Account,Disable dormant account,LOW
USR00330,nicholas.jackson,nicholas.jackson@company.com,Compliance,Lead,admin,AWS_IAM|Azure_AD|Okta|ADMIN_SYS|PROD_DB,2026-03-20,101,True,2023-11-01,5,1,0,0,955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,10,0.0,0.0,0.0,0.0,0.0,10,35,15,0,0,0,3,44.12,50.0,Stale Account,Disable dormant account,MEDIUM
USR00331,riya.lim,riya.lim@company.com,Legal,Coordinator,service-account,EMAIL|PROD_DB|AWS_IAM|ADMIN_SYS|SIEM,2026-03-16,1,True,2025-01-10,5,0,0,1,519,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,29.0,0,0,0,0,0,0,5,0.6666666666666666,0.3333333333333333,5.0,0.0,0.0,10,0,0,10,10,20,4,41.18,66.67,Data Access,Review sensitive data access,MEDIUM
USR00332,kevin.white,kevin.white@company.com,HR,Developer,user,AD|Azure_AD|AWS_IAM|Okta|GCP|Salesforce|ServiceNow|SIEM|VPN|EMAIL|PROD_DB|ADMIN_SYS,2026-04-06,11,True,2026-01-10,12,0,0,0,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,1,26.47,16.67,Identity Sprawl,Review and remove excess access,LOW
USR00333,amara.smith,amara.smith@company.com,Finance,Coordinator,power-user,ADMIN_SYS|AWS_IAM|Okta|PROD_DB,2026-03-26,25,True,2023-06-26,4,0,1,0,1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,1,7.65,16.67,Privilege Abuse,Apply least privilege review,LOW
USR00334,jeffrey.chen,jeffrey.chen@company.com,IT,Administrator,power-user,AD|Azure_AD|AWS_IAM|Okta|GCP|ServiceNow|ADMIN_SYS,2026-04-01,19,True,2026-03-25,7,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,40,0,8,0,0,0,2,34.12,33.33,Identity Sprawl,Review and remove excess access,LOW
USR00335,robert.martinez,robert.martinez@company.com,IT,Architect,power-user,GCP|ServiceNow|Okta,UNKNOWN,70,True,2025-12-22,3,0,1,0,173,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,19.0,1,0,0,0,0,0,6,0.6666666666666666,0.6666666666666666,0.0,5.0,0.0,0,5,8,10,20,20,5,51.76,83.33,Behavior,Investigate suspicious activity,MEDIUM
USR00336,neha.taylor,neha.taylor@company.com,Finance,Architect,power-user,AD|EMAIL|PROD_DB,2026-04-09,132,True,2023-08-29,3,0,1,0,1019,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,1,0,0,0,1,0,6,0.5,0.5,0.0,0.0,0.0,0,15,8,0,10,10,4,37.06,66.67,Stale Account,Disable dormant account,MEDIUM
USR00337,joshua.bernard,joshua.bernard@company.com,Compliance,Engineer,admin,ADMIN_SYS|AWS_IAM,2026-04-18,65,True,2023-10-11,2,1,0,0,976,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,1,0,0,1,0,0,4,0.5,0.5,0.0,0.0,0.0,0,25,15,0,10,10,4,47.06,66.67,Stale Account,Disable dormant account,MEDIUM
USR00338,mark.sun,mark.sun@company.com,Security,Engineer,admin,SIEM|AWS_IAM|Azure_AD|Okta|VPN|ADMIN_SYS,2026-04-14,6,True,2023-10-01,6,1,0,0,986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,25,0,15,0,0,0,2,29.41,33.33,Identity Sprawl,Review and remove excess access,LOW
USR00339,raja.romano,raja.romano@company.com,Legal,Consultant,power-user,ADMIN_SYS|SIEM|EMAIL|GCP,2026-04-02,53,True,2023-06-20,4,0,1,0,1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,1,7.65,16.67,Privilege Abuse,Apply least privilege review,LOW
USR00340,nikhil.rao,nikhil.rao@company.com,Executive,Lead,admin,AWS_IAM|Azure_AD|Okta|ADMIN_SYS|PROD_DB,2026-02-23,115,True,2025-07-05,5,1,0,0,343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,10,0.0,0.0,0.0,0.0,0.0,10,35,15,0,0,0,3,44.12,50.0,Stale Account,Disable dormant account,MEDIUM
USR00341,anthony.clark,anthony.clark@company.com,HR,Architect,service-account,EMAIL|PROD_DB|AWS_IAM|ADMIN_SYS|SIEM,2026-04-11,3,True,2023-06-18,5,0,0,1,1091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,10,0,0,10,0,0,2,17.65,33.33,Identity Sprawl,Review and remove excess access,LOW
USR00342,sofia.schmidt,sofia.schmidt@company.com,Security,Lead,power-user,AD|Azure_AD|AWS_IAM|Okta|GCP|Salesforce|ServiceNow|SIEM|VPN|EMAIL|PROD_DB|ADMIN_SYS,2026-04-07,23,True,2024-08-03,12,0,1,0,679,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,62.0,0,0,0,0,0,0,24,0.5,0.0,5.0,0.0,0.0,40,0,28,0,0,10,3,54.71,50.0,Identity Sprawl,Review and remove excess access,MEDIUM
USR00343,george.clark,george.clark@company.com,Finance,Lead,power-user,ADMIN_SYS|AWS_IAM|Okta|PROD_DB,2026-02-24,55,True,2024-04-12,4,0,1,0,792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,1,7.65,16.67,Privilege Abuse,Apply least privilege review,LOW
USR00344,pooja.lewis,pooja.lewis@company.com,Security,Lead,power-user,AD|Azure_AD|AWS_IAM|Okta|GCP|ServiceNow|ADMIN_SYS,2026-03-02,49,True,2026-03-25,7,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,40,0,8,0,0,0,2,34.12,33.33,Identity Sprawl,Review and remove excess access,LOW
USR00345,kenneth.johnson,kenneth.johnson@company.com,Engineering,Lead,user,Okta,UNKNOWN,32,True,2024-04-22,1,0,0,0,782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW
USR00346,jacob.park,jacob.park@company.com,Compliance,Engineer,power-user,Azure_AD|EMAIL|AD|GCP,2026-03-30,124,True,2022-07-19,4,0,1,0,1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,8,0.0,0.0,0.0,0.0,0.0,0,15,8,0,0,0,2,19.41,33.33,Stale Account,Disable dormant account,LOW
USR00347,richard.li,richard.li@company.com,Marketing,Architect,admin,ADMIN_SYS|AWS_IAM,2026-03-15,51,True,2023-11-18,2,1,0,0,938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0,20,15,0,0,0,2,26.47,33.33,Stale Account,Disable dormant account,LOW
USR00348,daniel.colombo,daniel.colombo@company.com,Security,Specialist,admin,SIEM|AWS_IAM|Azure_AD|Okta|VPN|ADMIN_SYS,2026-02-27,52,True,2025-03-04,6,1,0,0,466,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,34.0,1,0,0,1,0,0,12,0.6666666666666666,0.0,0.0,0.0,0.0,25,20,15,0,0,20,4,58.82,66.67,Identity Sprawl,Review and remove excess access,MEDIUM
USR00349,david.liu,david.liu@company.com,Engineering,Consultant,power-user,SIEM|Azure_AD|ServiceNow|AD,2026-03-24,35,True,2022-08-10,4,0,1,0,1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,1,7.65,16.67,Privilege Abuse,Apply least privilege review,LOW
USR00350,sophia.white,sophia.white@company.com,Security,Developer,admin,AWS_IAM|Azure_AD|Okta|ADMIN_SYS|PROD_DB,2026-03-27,174,True,2025-10-04,5,1,0,0,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,10,0.0,0.0,0.0,0.0,0.0,10,35,15,0,0,0,3,44.12,50.0,Stale Account,Disable dormant account,MEDIUM
USR00351,david.rodriguez,david.rodriguez@company.com,HR,Developer,service-account,EMAIL|PROD_DB|AWS_IAM|ADMIN_SYS|SIEM,2026-03-08,10,True,2023-04-22,5,0,0,1,1148,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,0,0,0,0,0,0,5,0.5,0.5,0.0,0.0,0.0,10,0,0,10,10,10,4,35.29,66.67,Identity Sprawl,Review and remove excess access,MEDIUM
USR00352,jason.lim,jason.lim@company.com,Finance,Analyst,admin,AD|Azure_AD|AWS_IAM|Okta|GCP|Salesforce|ServiceNow|SIEM|VPN|EMAIL|PROD_DB|ADMIN_SYS,2026-03-11,7,True,2025-02-09,12,1,0,0,489,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,64.0,0,0,0,0,0,0,24,0.3333333333333333,0.0,0.0,0.0,0.0,40,0,35,0,0,10,3,58.82,50.0,Identity Sprawl,Review and remove excess access,MEDIUM
USR00353,aditya.chen,aditya.chen@company.com,Finance,Manager,user,ADMIN_SYS|AWS_IAM|Okta|PROD_DB,2026-04-12,8,True,2022-09-04,4,0,0,0,1378,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,22.0,0,0,0,0,0,0,4,0.5,0.0,5.0,0.0,0.0,0,0,0,0,0,10,1,8.82,16.67,Data Access,Review sensitive data access,LOW
USR00354,isha.jones,isha.jones@company.com,Legal,Director,power-user,AD|Azure_AD|AWS_IAM|Okta|GCP|ServiceNow|ADMIN_SYS,2026-02-24,55,True,2026-03-25,7,0,1,0,80,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,37.0,1,0,0,0,0,0,14,0.5,0.5,0.0,0.0,0.0,40,0,8,0,10,10,4,51.76,66.67,Identity Sprawl,Review and remove excess access,MEDIUM
USR00355,timothy.huang,timothy.huang@company.com,Sales,Manager,user,ADMIN_SYS,UNKNOWN,89,True,2023-12-15,1,0,0,0,911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,1,5.88,16.67,Stale Account,Disable dormant account,LOW
USR00356,zainab.jo,zainab.jo@company.com,Sales,Architect,power-user,GCP|ADMIN_SYS|AD|SIEM,2026-04-06,152,True,2024-06-15,4,0,1,0,728,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,24.0,1,0,0,0,1,0,8,0.6666666666666666,0.3333333333333333,0.0,10.0,0.0,0,15,8,0,10,20,4,42.94,66.67,Data Access,Review sensitive data access,MEDIUM
USR00357,sophia.white,sophia.white@company.com,Security,Developer,admin,ADMIN_SYS|AWS_IAM,2026-03-27,76,True,2025-10-04,2,1,0,0,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0,25,15,0,0,0,2,29.41,33.33,Stale Account,Disable dormant account,LOW
USR00358,jason.lim,jason.lim@company.com,Security,Analyst,admin,SIEM|AWS_IAM|Azure_AD|Okta|VPN|ADMIN_SYS,2026-03-11,40,True,2025-02-09,6,1,0,0,489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,12,0.0,0.0,0.0,0.0,0.0,25,20,15,0,0,0,3,44.12,50.0,Identity Sprawl,Review and remove excess access,MEDIUM
USR00359,joseph.taylor,joseph.taylor@company.com,Security,Consultant,user,GCP,2026-02-20,107,True,2024-03-07,1,0,0,0,828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,1,11.76,16.67,Stale Account,Disable dormant account,LOW
USR00360,stephen.bhat,stephen.bhat@company.com,Finance,Director,admin,AWS_IAM|Azure_AD|Okta|ADMIN_SYS|PROD_DB,2026-03-18,147,True,2022-12-14,5,1,0,0,1277,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,1,0,0,1,1,0,10,0.5,0.5,0.0,0.0,0.0,10,35,15,0,10,10,5,61.76,83.33,Stale Account,Disable dormant account,MEDIUM
USR00361,rohan.hernandez,rohan.hernandez@company.com,Compliance,Executive,service-account,EMAIL|PROD_DB|AWS_IAM|ADMIN_SYS|SIEM,2026-03-14,10,True,2025-03-06,5,0,0,1,464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,0,0,0,0,0,0,5,0.5,0.0,0.0,0.0,0.0,10,0,0,10,0,10,3,26.47,50.0,Identity Sprawl,Review and remove excess access,LOW
USR00362,isha.ghosh,isha.ghosh@company.com,IT,Manager,power-user,AD|Azure_AD|AWS_IAM|Okta|GCP|Salesforce|ServiceNow|SIEM|VPN|EMAIL|PROD_DB|ADMIN_SYS,2026-03-07,20,True,2025-12-26,12,0,1,0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,0.0,40,0,28,0,0,0,2,45.88,33.33,Identity Sprawl,Review and remove excess access,MEDIUM
USR00363,anjali.sun,anjali.sun@company.com,Finance,Developer,user,ADMIN_SYS|AWS_IAM|Okta|PROD_DB,2026-03-14,37,True,2025-12-02,4,0,0,0,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW
USR00364,mark.sun,mark.sun@company.com,Security,Engineer,user,AD|Azure_AD|AWS_IAM|Okta|GCP|ServiceNow|ADMIN_SYS,2026-04-14,6,True,2026-03-25,7,0,0,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,1,17.65,16.67,Identity Sprawl,Review and remove excess access,LOW
USR00365,anthony.thompson,anthony.thompson@company.com,Marketing,Architect,user,SIEM,UNKNOWN,46,True,2022-09-17,1,0,0,0,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW
USR00366,joseph.miller,joseph.miller@company.com,Compliance,Administrator,power-user,VPN,2026-03-12,94,True,2025-11-28,1,0,1,0,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0,15,8,0,0,0,2,19.41,33.33,Stale Account,Disable dormant account,LOW
USR00367,aisha.hernandez,aisha.hernandez@company.com,Security,Manager,admin,ADMIN_SYS|AWS_IAM,2026-03-19,65,True,2026-01-09,2,1,0,0,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0,25,15,0,0,0,2,29.41,33.33,Stale Account,Disable dormant account,LOW
